Game Clock,2min Warning,Late Game,Lead,d1,d2,d3,d4,Distance,LateLong,Spot,isRedZone,Play Type
0.464814815,0,0,0.5,0,0,1,0,0.325,1,0.555555556,0,PASS
0.464814815,0,0,0.5,0,0,0,1,0.325,1,0.555555556,0,PUNT
0.398055556,0,0,0.5,1,0,0,0,0.25,0,0.565656566,0,RUSH
0.391722222,0,0,0.5,1,0,0,0,0.25,0,0.404040404,0,RUSH
0.385388889,0,0,0.5,0,1,0,0,0.175,0,0.373737374,0,RUSH
0.379055556,0,0,0.5,1,0,0,0,0.1,0,0.04040404,1,RUSH
0.372722222,0,0,0.5,0,1,0,0,0.075,0,0.03030303,1,RUSH
0.3075,0,0,0.55,1,0,0,0,0.25,0,0.868686869,0,RUSH
0.300925926,0,0,0.55,1,0,0,0,0.25,0,0.666666667,0,RUSH
0.294351852,0,0,0.55,1,0,0,0,0.25,0,0.555555556,0,RUSH
0.287777778,0,0,0.55,1,0,0,0,0.25,0,0.383838384,0,RUSH
0.281203704,0,0,0.55,0,1,0,0,0.15,0,0.343434343,0,RUSH
0.27462963,0,0,0.55,1,0,0,0,0.25,0,0.222222222,0,PASS
0.1875,0,0,0.55,1,0,0,0,0.25,0,0.757575758,0,RUSH
0.18125,0,0,0.55,0,1,0,0,0.175,0,0.727272727,0,RUSH
0.083611111,0,1,0.5,1,0,0,0,0.25,0,0.656565657,0,RUSH
0.076157407,0,1,0.5,1,0,0,0,0.25,0,0.333333333,0,RUSH
0.068703704,0,1,0.5,0,1,0,0,0.125,0,0.282828283,0,RUSH
0.06125,0,1,0.5,1,0,0,0,0.25,0,0.161616162,1,RUSH
0.053796296,0,1,0.5,0,1,0,0,0.05,0,0.080808081,1,RUSH
0.046342593,0,1,0.5,1,0,0,0,0.025,0,0.01010101,1,RUSH
0.008888889,1,1,0.507142857,1,0,0,0,0.25,0,0.464646465,0,RUSH
0.891944444,0,0,0.478571429,1,0,0,0,0.25,0,0.757575758,0,RUSH
0.88462963,0,0,0.478571429,0,1,0,0,0.1,0,0.696969697,0,RUSH
0.877314815,0,0,0.478571429,0,0,1,0,0.05,0,0.676767677,0,PASS
0.877314815,0,0,0.478571429,0,0,0,1,0.05,0,0.676767677,0,PUNT
0.8,0,0,0.478571429,1,0,0,0,0.25,0,0.858585859,0,RUSH
0.791851852,0,0,0.478571429,0,1,0,0,0.125,0,0.808080808,0,RUSH
0.783703704,0,0,0.478571429,1,0,0,0,0.25,0,0.717171717,0,PASS
0.775555556,0,0,0.478571429,1,0,0,0,0.25,0,0.616161616,0,PASS
0.777777778,0,0,0.478571429,0,1,0,0,0.25,0,0.616161616,0,RUSH
0.76962963,0,0,0.478571429,0,0,1,0,0.225,1,0.606060606,0,RUSH
0.76962963,0,0,0.478571429,0,0,0,1,0.35,1,0.656565657,0,PUNT
0.747222222,0,0,0.428571429,1,0,0,0,0.25,0,0.757575758,0,PASS
0.737175926,0,0,0.428571429,0,1,0,0,0.225,0,0.747474747,0,PASS
0.72712963,0,0,0.428571429,1,0,0,0,0.25,0,0.656565657,0,RUSH
0.717083333,0,0,0.428571429,1,0,0,0,0.25,0,0.545454545,0,RUSH
0.707037037,0,0,0.428571429,0,1,0,0,0.2,0,0.525252525,0,RUSH
0.696990741,0,0,0.428571429,0,0,1,0,0.175,1,0.515151515,0,RUSH
0.696990741,0,0,0.428571429,0,0,0,1,0.575,1,0.676767677,0,PUNT
0.648333333,0,0,0.378571429,1,0,0,0,0.25,0,0.848484848,0,RUSH
0.640111111,0,0,0.378571429,0,1,0,0,0.2,0,0.828282828,0,RUSH
0.631888889,0,0,0.378571429,1,0,0,0,0.25,0,0.343434343,0,PASS
0.623666667,0,0,0.378571429,1,0,0,0,0.25,0,0.232323232,0,RUSH
0.615444444,0,0,0.378571429,0,1,0,0,0.175,0,0.202020202,1,PASS
0.568333333,0,0,0.428571429,1,0,0,0,0.25,0,0.696969697,0,RUSH
0.561666667,0,0,0.428571429,1,0,0,0,0.25,0,0.484848485,0,PASS
0.555,0,0,0.428571429,0,1,0,0,0.25,0,0.484848485,0,PASS
0.556388889,0,0,0.428571429,0,0,1,0,0.25,1,0.484848485,0,RUSH
0.556388889,0,0,0.428571429,0,0,0,1,0.15,0,0.444444444,0,PUNT
0.523055556,1,0,0.428571429,1,0,0,0,0.25,0,0.646464646,0,RUSH
0.519761905,1,0,0.428571429,0,1,0,0,0.4,0,0.707070707,0,RUSH
0.516468254,1,0,0.428571429,0,0,1,0,0.025,0,0.555555556,0,RUSH
0.513174603,1,0,0.428571429,1,0,0,0,0.25,0,0.474747475,0,PASS
0.503611111,1,0,0.428571429,0,1,0,0,0.25,0,0.474747475,0,PASS
0.50031746,1,0,0.428571429,1,0,0,0,0.25,0,0.111111111,1,PASS
0.501111111,1,0,0.428571429,0,1,0,0,0.25,0,0.111111111,1,FIELD_GOAL
0.5,0,0,0.45,1,0,0,0,0.25,0,0.757575758,0,PASS
0.493690476,0,0,0.45,0,1,0,0,0.25,0,0.757575758,0,RUSH
0.481071429,0,0,0.45,1,0,0,0,0.125,0,0.525252525,0,RUSH
0.474761905,0,0,0.45,1,0,0,0,0.25,0,0.464646465,0,RUSH
0.468452381,0,0,0.45,1,0,0,0,0.25,0,0.222222222,0,RUSH
0.462142857,0,0,0.45,0,1,0,0,0.175,0,0.191919192,1,PASS
0.455833333,0,0,0.45,1,0,0,0,0.2,0,0.080808081,1,RUSH
0.426666667,0,0,0.5,1,0,0,0,0.25,0,0.484848485,0,RUSH
0.419444444,0,0,0.5,1,0,0,0,0.25,0,0.373737374,0,PASS
0.412222222,0,0,0.5,0,1,0,0,0.25,0,0.373737374,0,RUSH
0.397777778,0,0,0.5,0,0,1,0,0.25,1,0.373737374,0,PASS
0.397777778,0,0,0.5,0,0,0,1,0.25,1,0.373737374,0,PUNT
0.38,0,0,0.5,1,0,0,0,0.25,0,0.444444444,0,RUSH
0.372666667,0,0,0.5,1,0,0,0,0.25,0,0.343434343,0,RUSH
0.365333333,0,0,0.5,0,1,0,0,0.075,0,0.272727273,0,RUSH
0.358,0,0,0.5,1,0,0,0,0.25,0,0.141414141,1,RUSH
0.350666667,0,0,0.5,0,1,0,0,0.05,0,0.060606061,1,RUSH
0.29,0,0,0.528571429,1,0,0,0,0.25,0,0.797979798,0,PASS
0.281611111,0,0,0.528571429,0,1,0,0,0.175,0,0.767676768,0,RUSH
0.273222222,0,0,0.528571429,1,0,0,0,0.25,0,0.646464646,0,PASS
0.264833333,0,0,0.528571429,0,1,0,0,0.25,0,0.646464646,0,RUSH
0.256444444,0,0,0.528571429,0,0,1,0,0.1,0,0.585858586,0,RUSH
0.25,0,0,0.528571429,0,0,0,1,0.1,0,0.585858586,0,PUNT
0.193888889,0,0,0.478571429,1,0,0,0,0.25,0,0.595959596,0,RUSH
0.185462963,0,0,0.478571429,0,1,0,0,0.25,0,0.595959596,0,RUSH
0.177037037,0,0,0.478571429,0,0,1,0,0.15,0,0.555555556,0,PASS
0.177037037,0,0,0.478571429,0,0,0,1,0.15,0,0.555555556,0,PUNT
0.126666667,0,0,0.478571429,1,0,0,0,0.25,0,0.474747475,0,RUSH
