q1,q2,q3,q4,lead,d1,d2,d3,d4,distance,spot,play
0,0,0,1,0.541666667,0,1,0,0,0.6,0.686868687,RUSH
0,0,0,1,0.541666667,0,0,1,0,0.1,0.636363636,RUSH
0,0,0,1,0.541666667,1,0,0,0,1,0.585858586,RUSH
0,0,0,1,0.541666667,0,1,0,0,0.6,0.545454545,RUSH
0,0,0,1,0.541666667,1,0,0,0,1,0.848484848,RUSH
0,0,0,1,0.541666667,0,1,0,0,0.7,0.818181818,RUSH
0,0,0,1,0.541666667,1,0,0,0,1,0.737373737,RUSH
0,0,0,1,0.541666667,0,1,0,0,0.1,0.646464646,RUSH
0,0,0,1,0.541666667,1,0,0,0,1,0.616161616,RUSH
0,0,0,1,0.541666667,0,1,0,0,0.8,0.595959596,RUSH
0,0,0,1,0.541666667,0,0,1,0,0.3,0.545454545,RUSH
0,0,0,1,0.541666667,1,0,0,0,0.5,0.444444444,RUSH
0,0,0,1,0.541666667,0,1,0,0,0.6,0.454545455,RUSH
1,0,0,0,0.5,1,0,0,0,1,0.474747475,RUSH
1,0,0,0,0.5,0,1,0,0,0.8,0.454545455,RUSH
1,0,0,0,0.5,0,0,1,0,0.6,0.434343434,RUSH
1,0,0,0,0.5,0,0,0,1,0.6,0.434343434,PUNT
1,0,0,0,0.5,1,0,0,0,1,0.696969697,RUSH
1,0,0,0,0.5,0,1,0,0,1,0.696969697,RUSH
1,0,0,0,0.5,0,0,1,0,0.3,0.626262626,RUSH
1,0,0,0,0.5,1,0,0,0,1,0.454545455,RUSH
1,0,0,0,0.441666667,1,0,0,0,1,0.737373737,RUSH
1,0,0,0,0.441666667,1,0,0,0,1,0.626262626,RUSH
1,0,0,0,0.441666667,0,1,0,0,0.2,0.545454545,RUSH
1,0,0,0,0.441666667,1,0,0,0,1.5,0.545454545,RUSH
1,0,0,0,0.441666667,0,1,0,0,1.2,0.515151515,RUSH
1,0,0,0,0.441666667,0,0,1,0,2,0.595959596,RUSH
1,0,0,0,0.441666667,0,0,0,1,2,0.595959596,PUNT
0,1,0,0,0.441666667,1,0,0,0,1,0.444444444,RUSH
